SpeciesA,SpeciesB,AColonies,BColonies,Afraction,Bfraction,DilutionFactor,Startingfraction,Error
4,5,0,41,0.0,1.0,1000,0.1,0.022721
4,5,53,1,0.98148,0.018519,1000,0.9,0.02458
4,5,4,46,0.08,0.92,10000,0.1,0.040494
4,5,24,0,1.0,0.0,10000,0.9,0.03701
4,5,36,0,1.0,0.0,100000,0.1,0.025632
4,5,63,0,1.0,0.0,100000,0.9,0.01515
4,5,29,0,1.0,0.0,1000000,0.1,0.031234
4,5,27,0,1.0,0.0,1000000,0.9,0.033314
4,5,0,55,0.0,1.0,10,0.9,0.017238726
4,5,0,47,0.0,1.0,100,0.9,0.019995835
4,5,50,2,0.961538462,0.038461538,1000,0.9,0.030886636
4,5,40,0,1.0,0.0,10000,0.9,0.023249221
4,5,30,0,1.0,0.0,100000,0.9,0.03028823
4,5,18,0,1.0,0.0,1000000,0.9,0.047559487
4,5,0,50,0.0,1.0,10,0.1,0.018864435
4,5,0,43,0.0,1.0,100,0.1,0.021733762
4,5,0,77,0.0,1.0,1000,0.1,0.012498999
4,5,2,61,0.031746032,0.968253968,10000,0.1,0.025826833
4,5,22,0,1.0,0.0,100000,0.1,0.039965263
4,5,33,0,1.0,0.0,1000000,0.1,0.027766438
4,5,0,27,0.0,1.0,10,0.9,0.03331351
4,5,0,28,0.0,1.0,10,0.6,0.032240138
4,5,0,35,0.0,1.0,10,0.4,0.026306176
4,5,0,30,0.0,1.0,10,0.1,0.03028823
4,5,10,0,1.0,0.0,100,0.9,0.076655518
4,5,12,0,1.0,0.0,100,0.6,0.066496381
4,5,17,0,1.0,0.0,100,0.4,0.0499307
4,5,0,30,0.0,1.0,100,0.1,0.03028823
4,5,12,0,1.0,0.0,1000,0.9,0.066496381
4,5,17,0,1.0,0.0,1000,0.6,0.0499307
4,5,22,0,1.0,0.0,1000,0.4,0.039965263
4,5,0,13,0.0,1.0,1000,0.1,0.062360956
4,5,10,0,1.0,0.0,10000,0.9,0.076655518
4,5,8,0,1.0,0.0,10000,0.6,0.090453403
4,5,14,0,1.0,0.0,10000,0.4,0.058708527
4,5,10,0,1.0,0.0,10000,0.1,0.076655518
4,5,4,0,1.0,0.0,100000,0.9,0.140859042
4,5,2,0,1.0,0.0,100000,0.6,0.193649167
4,5,6,0,1.0,0.0,100000,0.4,0.110239638
4,5,4,0,1.0,0.0,100000,0.1,0.140859042
4,5,5,0,1.0,0.0,1000000,0.9,0.123717915
4,5,5,0,1.0,0.0,1000000,0.6,0.123717915
4,5,2,0,1.0,0.0,1000000,0.4,0.193649167
4,5,6,0,1.0,0.0,1000000,0.1,0.110239638
